date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:18:27	31794/31794	---MCZ	200	added ('OK')	application/javascript	etag:W/%225be77148-7c32%22	https://colorlib.com/preview/theme/edusmart/js/gmaps.min.js	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/js/gmaps.min.js	(from https://colorlib.com/preview/theme/edusmart/)
00:18:28	3796/3796	---MCZ	200	added ('OK')	application/javascript	etag:W/%225be77173-299d%22	https://colorlib.com/preview/theme/edusmart/js/theme.js	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/js/theme.js	(from https://colorlib.com/preview/theme/edusmart/)
00:18:28	55820/55820	---M--	200	added ('OK')	application/octet-stream	etag:%225be778f1-da0c%22	https://colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Free.eot?w118d	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Free54e9.eot	(from https://colorlib.com/preview/theme/edusmart/vendors/linericon/style.css)
00:18:29	55820/55820	---M--	200	added ('OK')	application/octet-stream	etag:%225be778f1-da0c%22	https://colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Free.eot?	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Freed41d.eot	(from https://colorlib.com/preview/theme/edusmart/vendors/linericon/style.css)
00:18:29	21780/21780	---M--	200	added ('OK')	application/font-woff2	etag:%225be778f8-5514%22	https://colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Free.woff2?w118d	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Free54e9.woff2	(from https://colorlib.com/preview/theme/edusmart/vendors/linericon/style.css)
00:18:30	55696/55696	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225be778f6-d990%22	https://colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Free.woff?w118d	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Free54e9.woff	(from https://colorlib.com/preview/theme/edusmart/vendors/linericon/style.css)
00:18:31	55620/55620	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225be778f5-d944%22	https://colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Free.ttf?w118d	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Free54e9.ttf	(from https://colorlib.com/preview/theme/edusmart/vendors/linericon/style.css)
00:18:31	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225be778f2-32417%22	https://colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Free.svg?w118d	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/vendors/linericon/fonts/Linearicons-Free54e9.svg	(from https://colorlib.com/preview/theme/edusmart/vendors/linericon/style.css)
00:18:32	76518/76518	---M--	200	added ('OK')	application/octet-stream	etag:%225be770d5-12ae6%22	https://colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfont.eot?v=4.5.0	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfont3295.eot	(from https://colorlib.com/preview/theme/edusmart/css/font-awesome.min.css)
00:18:34	71896/71896	---M--	200	added ('OK')	application/font-woff2	etag:%225be770f9-118d8%22	https://colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfont3295.woff2	(from https://colorlib.com/preview/theme/edusmart/css/font-awesome.min.css)
00:18:34	76518/76518	---M--	200	added ('OK')	application/octet-stream	etag:%225be770d5-12ae6%22	https://colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfont.eot?	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfontd41d.eot	(from https://colorlib.com/preview/theme/edusmart/css/font-awesome.min.css)
00:18:35	90412/90412	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225be770fa-1612c%22	https://colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfont.woff?v=4.5.0	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfont3295.woff	(from https://colorlib.com/preview/theme/edusmart/css/font-awesome.min.css)
00:18:36	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225be770ec-5f9c6%22	https://colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfont.svg?v=4.5.0	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfont3295.svg	(from https://colorlib.com/preview/theme/edusmart/css/font-awesome.min.css)
00:18:36	152796/152796	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225be770f2-254dc%22	https://colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/fonts/fontawesome-webfont3295.ttf	(from https://colorlib.com/preview/theme/edusmart/css/font-awesome.min.css)
00:18:37	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jan%202019%2018:48:39%20GMT	https://colorlib.com/preview/theme/edusmart/vendors/owl-carousel/owl.video.play.png	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/vendors/owl-carousel/owl.video.play.png	(from https://colorlib.com/preview/theme/edusmart/vendors/owl-carousel/owl.carousel.min.css)
00:18:39	1075565/1075565	---M--	200	added ('OK')	image/jpeg	etag:%225be77239-115f43%22	https://colorlib.com/preview/theme/edusmart/img/banner/home-banner.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/banner/home-banner.jpg	(from https://colorlib.com/preview/theme/edusmart/css/style.css)
00:18:40	1661/1661	---M--	200	added ('OK')	image/png	etag:%225be7782a-67d%22	https://colorlib.com/preview/theme/edusmart/img/elements/primary-check.png	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/primary-check.png	(from https://colorlib.com/preview/theme/edusmart/css/style.css)
00:18:41	566900/566900	---M--	200	added ('OK')	image/jpeg	etag:%225be771ee-8a674%22	https://colorlib.com/preview/theme/edusmart/img/banner/banner.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/banner/banner.jpg	(from https://colorlib.com/preview/theme/edusmart/css/style.css)
00:18:41	1205/1205	---M--	200	added ('OK')	image/png	etag:%225be7782b-4b5%22	https://colorlib.com/preview/theme/edusmart/img/elements/success-check.png	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/success-check.png	(from https://colorlib.com/preview/theme/edusmart/css/style.css)
00:18:41	1249/1249	---M--	200	added ('OK')	image/png	etag:%225be77811-4e1%22	https://colorlib.com/preview/theme/edusmart/img/elements/disabled-check.png	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/disabled-check.png	(from https://colorlib.com/preview/theme/edusmart/css/style.css)
00:18:42	1284/1284	---M--	200	added ('OK')	image/png	etag:%225be7782a-504%22	https://colorlib.com/preview/theme/edusmart/img/elements/primary-radio.png	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/primary-radio.png	(from https://colorlib.com/preview/theme/edusmart/css/style.css)
00:18:42	1715603/1715603	---M--	200	added ('OK')	image/jpeg	etag:%225be77173-1b91c6%22	https://colorlib.com/preview/theme/edusmart/img/features-bg1.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/features-bg1.jpg	(from https://colorlib.com/preview/theme/edusmart/css/style.css)
00:18:42	1209/1209	---M--	200	added ('OK')	image/png	etag:%225be7782b-4b9%22	https://colorlib.com/preview/theme/edusmart/img/elements/success-radio.png	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/success-radio.png	(from https://colorlib.com/preview/theme/edusmart/css/style.css)
00:18:43	1173/1173	---M--	200	added ('OK')	image/png	etag:%225be77812-495%22	https://colorlib.com/preview/theme/edusmart/img/elements/disabled-radio.png	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/disabled-radio.png	(from https://colorlib.com/preview/theme/edusmart/css/style.css)
00:18:44	20258/20258	---M--	200	added ('OK')	image/jpeg	etag:%225be7783b-4f22%22	https://colorlib.com/preview/theme/edusmart/img/instructors/ins1.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/instructors/ins1.jpg	(from https://colorlib.com/preview/theme/edusmart/about-us.html)
00:18:45	562969/562969	---M--	200	added ('OK')	image/png	etag:%225be7710d-89719%22	https://colorlib.com/preview/theme/edusmart/img/about-img.png	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/about-img.png	(from https://colorlib.com/preview/theme/edusmart/about-us.html)
00:18:45	23990/23990	---M--	200	added ('OK')	image/jpeg	etag:%225be7783c-5db6%22	https://colorlib.com/preview/theme/edusmart/img/instructors/ins2.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/instructors/ins2.jpg	(from https://colorlib.com/preview/theme/edusmart/about-us.html)
00:18:45	18719/18719	---M--	200	added ('OK')	image/jpeg	etag:%225be7783c-491f%22	https://colorlib.com/preview/theme/edusmart/img/instructors/ins3.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/instructors/ins3.jpg	(from https://colorlib.com/preview/theme/edusmart/about-us.html)
00:18:46	2320184/2320184	---M--	200	added ('OK')	image/jpeg	etag:%225be7726d-236738%22	https://colorlib.com/preview/theme/edusmart/img/banner/banner-2.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/banner/banner-2.jpg	(from https://colorlib.com/preview/theme/edusmart/css/style.css)
